,Q5017_27-32nt,Q5019_27-32nt,Q5020_27-32nt,Q5033_27-32nt,Q5034_27-32nt,Q5035_27-32nt,Q5041_27-32nt,Q5042_27-32nt,Q5043_27-32nt,Q5334_27-32nt,Q5337_27-32nt,Q5338_27-32nt,R4816_27-32nt,R4816_37-43nt,R4816minus_20-23nt,R4816minus_20-32nt,R4816minus_27-32nt,R4819_27-32nt,R4819_37-43nt,R4819minus_20-23nt,R4819minus_20-32nt,R4819minus_27-32nt,R4869_27-32nt,R4869minus_20-23nt,R4869minus_20-32nt,R4869minus_27-32nt,R4870_27-32nt,R4870minus_20-23nt,R4870minus_20-32nt,R4870minus_27-32nt,R4902_27-32nt,R4902_37-43nt,R4903_27-32nt,R4903_37-43nt
YIR013C_mRNA,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
YCL011C_mRNA,238,277,211,115,173,116,30,70,53,153,227,242,27,4,33,41,8,35,10,4,10,6,16,4,9,5,96,25,36,11,54,0,41,9
YOR260W_mRNA,552,573,464.96,240,296,303,25,157,123,355,491,422,23,0,57,57,0,38,18,24,24,0,26,19,28,9,138,48,63,15,32,0,35,0
YNL062C_mRNA,176,224,209,100,112,112,22,44,51,149,227,173,0,3,40,50,10,18,2,34.05,36.05,2,21,6,21,15,71,44,55,11,0,0,15,0
YER025W_mRNA,1407,1551,1189,660,680,771,83,330,203,846,1320,1134,111,3,218.13,249.15,31,109,7,81,91,10,110,39,64.96,26,393,164,282.98,119,145,1,49,2
YJL125C_mRNA,174,218,187,93,95,92,4,57,32,125,217,190,12,0,25,34,9,24,0,17,17,0,33,0,20.98,21,61,33,43,10,5,0,4,1
YGR083C_mRNA,418,426,371,135,234,202,24,101,93,234,373,337,27,0,27,33,6,29,6,8,9,1,24,26,43,17,70,40,54,14,7,0,11,0
YDR211W_mRNA,557,677,498,217.02,330,299,28,109,133,389,561,504,12,0,38,49,11,26,0,18.06,19.01,1,79,15,15,0,115,43,73,30,40,0,5,0
YLR291C_mRNA,381,317,297,107,147,161,21,86,65,217,258,214,21,14,72,76,4,51,0,24,27,3,17,0,0,0,110,34.01,55.09,21,20,0,1,0
YER163C_mRNA,145,205,142,83,128,104,20,33,28,150,210,193,5,3,12,12,0,5,0,0,0,0,6,11,11,0,18,7,8,1,6,0,0,0
YGL195W_mRNA,2104,2302,1759,823,1191,1035,128,423,413,1314,1904.97,1848,123,63,229.98,273.98,44,184,6,124.95,148.79,24,117,31,35,4,451,171,228.99,58,72,0,61,23
YDR283C_mRNA,184,147,138,40,117,106,9,32,28,78,158,148,12,0,27.05,30.11,3,2,0,7,7,0,13,16,16,0,22,14,16,2,14,0,6,0
YFR009W_mRNA,564.7,568.37,480.97,251.16,297.3,240.68,12.49,126.15,109.93,290,447.22,436,34.96,1,45.13,67,20,28.72,0,14,21,7,20,15,22,7,86.18,21.29,58.77,37.47,17,0,29,0
YKR026C_mRNA,222,239,154,78,107,95,2,43,52,120,208,170,6,0,37,48,11,17,0,21,24,3,16,4,4,0,43,36,42,6,10,0,0,0
YEL009C_mRNA,96,94,98,94,99,92,21,39,17,85,168,120,4,0,13,13,0,1,1,23,25,2,0,2,2,0,26,12,36,24,1,0,0,0
YGR252W_mRNA,37,63,42,14,41,18,4,7,7,28,54,49,5,0,7,7,0,7,0,0,0,0,0,0,0,0,13,9,13,4,1,0,0,0
YPL075W_mRNA,35.78,36.08,26.78,19.62,17.16,0,2,23,0.64,20.62,40.16,0,2,0,7,10,3,2,0,0,0,0,0,0,0,0,0,3,3,0,16,0,0,0
YPL075W_pre-mRNA,31.22,8.92,31.22,13.38,17.84,21,0,0,13.36,13.38,17.84,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
YNL199C_mRNA,104.9,126,88,50,67,49.62,1.42,32.6,13,62.37,103,82,2,0,8.54,12.81,3,12.75,0,4,4,0,0,0,6,6,36.85,10,21,11,1,0,12,0
YDL226C_mRNA,448,410,340,180,234,205,27,67,63,229,299,281,14,3,78,79,1,73,19,23.01,23.02,0,20,15,34,19,91,46.99,68.95,22,17,0,13,0
YDR019C_mRNA,121.99,196,140,88,149,121,18,33,61,158,217,207,0,2,7,11,4,8,0,0,0,0,9,0,3,3,21,21,24,3,6,0,1,0
YMR189W_mRNA,153,295,231,122,149,113,28,60,59,193,337,213,8,0,56,68,12,35,0,8,13,5,25,0,11,11,138,45,71,26,18,0,30,0
YAL044C_mRNA,329,464,358,177,245,201,52,106,69,274,388,350,12,1,49,51,2,48,0,12,16,4,58,20,25,5,130,29,63,34,44,0,51,0
YOR120W_mRNA,32,32,25,24,43,25,0,0,0,15,15,22,4,0,1,2,1,2,0,0,0,0,0,0,0,0,2,7,7,0,0,0,12,0
YEL042W_mRNA,674,737,602,247,345,344,53,178,155,429,595,587,57,5,118.09,136.04,18,55,0,31,34,3,16.97,8,8,0,92,84,125,41,51,0,13,1
YPR184W_mRNA,161,98,89,45,83,71,3,12,6,79,96,83,13,7,33.33,39.68,6,40,3,26,26,0,12,0,0,0,34,11,13,2,22,0,0,0
YPL110C_mRNA,109,112,82,60,48,68,4,10,11,64,103,115,5,0,14,18,4,9,3,9.03,10.07,1,0,0,14,14,29,7.12,14.44,7,9,0,1,0
YOR375C_mRNA,1323.98,1468.99,1242.67,807.39,1127.02,1176.46,67,264,245.14,1048.99,1585.96,1537.53,157,14,723.84,764.9,41,266,16,251,264.99,14,150.99,87,145,58,705.97,387,570,183,75,0,42,13
YDL215C_mRNA,179,131,126,95,111,115,6,24,29,110,193,140,7,0,16.02,16,0,7,0,5,9,4,7,0,0,0,29,7,16,9,18,0,11,0
YAL062W_mRNA,1.02,1.01,6.33,2.61,3.98,3.54,0,0,1.86,1.01,5.04,3.47,0,0,0,1.01,1,0,0,0,1,1,1.01,0,0,0,5.03,0,0,0,0,0,3,0
YER136W_mRNA,518,514,390,213,280,239,14,131,88,330,454,417,25,6,65,73,8,32,21,45.08,45.12,0,73,21,30,9,173,41,63,22,13,0,12,1
YOR355W_mRNA,262,267,215,112,146,139,30,78,58,159,203,219,9,4,27.01,38.01,11,29,2,5,9,4,6,0,0,0,31,21,30,9,16,0,0,7
YBR187W_mRNA,360,314,218,121,162,165,8,72,74,261,311,291,22,0,29,31,2,10,0,14,14,0,29,4,18,14,57,26,45,19,9,0,7,0
YJR031C_mRNA,177,202,157,87,107,122,11,34,37,132,174,177,4,7,17.63,21.89,4,10,2,2,2,0,6,17,22.02,5,37,6.01,11.01,5,7,0,1,0
YEL022W_mRNA,333,319,239,107.82,189,152,12,57,61,190,310,281,18,0,28.04,31.08,3,31,0,9.08,9.11,0,23,17.97,18.98,1,70,11.14,20.61,8,25,0,0,8
YJR040W_mRNA,125,131,106,52,52,52,11,28,16,88,120,102,9,0,27,29,2,5,0,11,11,0,7,0,0,0,31,18,21,3,0,0,0,0
YAL048C_mRNA,132,86,148,46,61,68,2,13,5,103,124,98,0,8,21,21,0,16,0,0,0,0,2,0,0,0,15,8,11,3,1,0,1,0
YOR205C_mRNA,82,66,56,46,54,31,7,7,11,37,89,68,1,0,2,4,2,5,0,6,6,0,0,0,3,3,8,2,12,10,9,0,1,0
YHR100C_mRNA,53,54,58,23,28,20,0,6,12,33,45,43,0,0,5,5,0,12,0,4,4,0,16,0,0,0,10,2,5,3,0,0,0,0
YLR091W_mRNA,29,22,16,11,11,20,0,3,0,17,30,26,0,0,3.01,3.03,0,1,0,5.6,5.51,0,8,0,0,0,2,1,2,1,1,0,1,0
YGL057C_mRNA,45,43,35,25,33,27,3,11,4,35,29,39,0,0,6.19,6.3,0,0,0,6.03,6.05,0,5,0,0,0,8,0,0,0,7,1,1,0
YGL020C_mRNA,125,84,96,62,58,56,3,29,16,68,76,104,5,0,16,18,2,16,0,10,10,0,9,0,0,0,19,28,36,8,1,0,6,0
YER083C_mRNA,411,438,355,186,210,220,41,87,63,267,379,330,18,1,28,52,24,44,6,11,14,3,5,11,16,5,69,37,53,16,14,0,3,0
YDL100C_mRNA,800,864,643,329,422,350,68,160,130,515,665,623,79,0,57,93,36,64,2,36,48,12,137,50,50,0,265,60,101,41,49,1,50,1
YOR164C_mRNA,302,228,157,108,113,114,12,52,29,137,197,220,7,0,22,23,1,25,0,11,27,16,12,22,36,14,66,25,31,6,24,7,7,0
YCL073C_mRNA,6.5,3.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKR106W_mRNA,6.5,3.5,6,8,5,5,0,2,2,10,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL104C_mRNA,1066,1136,895,547,701,629,56,260,191,788,1063,1034,90,3,169,201,32,127,20,71.95,77,5,99,37,54,17,404,94.57,144.7,50,129,0,72,1
YMR255W_mRNA,34,22,25,18,9,15,4,11,3,23,23,20,3,0,1,1,0,0,0,0,0,0,0,0,0,0,5,2,3,1,6,0,0,0
YCL036W_mRNA,63,81,63,28,27,44,3,6,4,35,60,50,8,4,11,11,0,16,0,6,8,2,25,0,0,0,28,12,20,8,1,0,13,0
YDR358W_mRNA,95,72,94,48,35,66,2,24,8,55,103,78,9,2,7,7,0,16,0,0,0,0,13,0,3,3,25,5,8,3,5,0,10,1
YHR108W_mRNA,527,587,540,281,301,329,17,121,90,349,425,391,27,2,60,72,12,35,0,23,24,1,57,15,15,0,99,48,80,32,49,0,21,10
YDL198C_mRNA,451,585,440,235,388,326,39,130,119,418,567,571,22,0,38,46,8,52,4,18,23,5,21,21,27,6,144,52,76,24,61,0,12,0
YHR061C_mRNA,33,14,36,7,10,15,0,8,2,16,18,14,0,2,2,2,0,1,0,0,0,0,0,0,0,0,8,2,2,0,5,0,0,0
YDR309C_mRNA,166,162,172,121,118,104,16,52,32,130,144,146,17,8,41,43,2,24,1,20,20,0,18,0,0,0,67,14,29,15,1,0,3,1
YCL039W_mRNA,109,126,89,46,67,70,5,31,11,93,111,120,3,2,7,8,1,15,0,3,5,2,4,2,2,0,35,8,21,13,25,5,0,0
YMR135C_mRNA,61,48,40,34,39,33,1,9,10,33,40,50,0,0,3.15,9.75,6,7,0,5,5,0,7,0,0,0,11,3,3,0,9,0,9,0
YNL153C_mRNA,97,128,81.79,48,75,60,13,38,11,89,114,124,1,0,6,9,3,15,3,1,1,0,0,25,25,0,24,5,12,7,15,5,16,3
YEL003W_mRNA,34.13,60,44,37,19,22,2,22,7,24,17.76,11.74,1,0,16,28,12,7,0,1,1,0,0,0,0,0,26,7,17,10,0,0,0,0
YEL003W_pre-mRNA,12.87,0,0,0,0,0,0,0,0,0,14.24,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML094W_mRNA,109,44.91,42.86,51,70.91,51,10,49,16,51,5.65,0,10,3,8,3.88,0,7,3,18,18,0,2,24,24,0,44,11.96,17.96,6,0,0,0,0
YML094W_pre-mRNA,0,16.09,24.14,0,16.09,0,0,0,0,0,64.35,53,0,0,0,8.12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR507C_mRNA,218,242,152,111,126,105,7,70,47,136,183,198,5,9,47,51,4,21,5,25,25,0,18,45,45,0,74,24,45,21,14,0,5,0
YBR045C_mRNA,6,10,9,13,3,5,0,1,3,7,15,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0
YER054C_mRNA,0,1,1,0,6,6,0,0,0,3,3,9,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
YPL137C_mRNA,187,206,140,62,129,93,11,45,37,138,191,168,10,0,26,31,5,12,0,5.86,8.74,3,38,0,5,5,40,23,40,17,10,0,57,8
YAL031C_mRNA,90,64,75,39,55,47,7,13,12,53,63,53,0,1,4,4,0,6,2,0,0,0,0,1,6,5,11,3,10,7,13,0,0,0
YDR152W_mRNA,115,92,99,54,53,56,9,20,16,59,83,70,18,4,18,22,4,30,2,7,7,0,23,7,7,0,73,18,25,7,2,0,4,0
YDR096W_mRNA,89,71.99,62,52,29,33,4,10,11,42,51,53,3,0,1,1,0,17,2,0,2,2,5,0,0,0,9,3,3,0,0,0,0,1
YNL255C_mRNA,1239.99,1540,1413,620,741,703,152,386,309,974,1376,1169,40,2,103.65,120.7,17,111,1,56,62,6,50,53,62,9,269,104,140,36,67,0,30,5
YLR094C_mRNA,117,118,93,47,77,57,1,17,15,84,110,88,8,2,23,27,4,8,0,1,2,1,5,14,21,7,11,24,29,5,4,12,8,0
YML006C_mRNA,80,83,45,21,50,32,4,18,12,58,79,65,19,1,15,18,3,5,0,1,8,7,0,0,0,0,20,9,11,2,5,0,6,0
YCR098C_mRNA,29,9,3,19,10,19,0,3,5,9,8,20,4,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
YEL011W_mRNA,129,93,58,67,62,57,3,3,7,64,75,70,0,0,11,14,3,19,6,9,9,0,6,0,0,0,14,5,7,2,16,0,1,0
YER133W_mRNA,775,769,618,253,374,382,49,137,96,459,555,520,28,5,89,99,10,28,7,28,41,13,48,8.97,8.97,0,144,94.03,129.06,35,8,3,11,0
YER133W_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR311C_mRNA,121,97,56,47,64,55,9,19,17,66,73,58,11,8,15,19,4,0,7,10,10,0,21,0,0,0,25,10,10,0,7,0,0,0
YDL207W_mRNA,86,92,87,43,41,49,4,30,34,65,75,79,0,0,4,4,0,3,0,0,0,0,8,0,0,0,6,11,11,0,9,0,0,0
YER107C_mRNA,158,165,100,53,64,53,14,32,19,57,81,72,2,0,19,26,7,16,0,9.44,9.86,0,3,0,9,9,36,22,28,6,33,0,0,9
YKR058W_mRNA,5,7,8,6,7,3,0,1,1,6,3,8,6,5,0,0,0,6,3,0,0,0,0,0,0,0,9,0,2,2,0,0,15,0
YJL137C_mRNA,87,65,47,29,35,33,1,4,7,31,52,52,10,0,8,8,0,12,0,3,3,0,1,0,9,9,14,3,3,0,0,0,0,0
YCL040W_mRNA,1609,1138.62,815.75,548.58,787.97,810,26,159.11,117,607,780,671,125,1.54,188,199,11,151,10,62,82,20,83,12.42,51.91,33,252,95.94,143.98,48,151,5,61.77,3
YPR035W_mRNA,1399,1351,959,588,621,611,91,280,275,912,1287,1144,102,3,183,239,56,129,16,70,87,17,132,83,127,44,457,167.97,276.89,109,151,0,74,1
YER040W_mRNA,63,53,49,33,32,25,1,15,14,36,58,53,0,0,9,10,1,1,0,16,16,0,3,0,0,0,28,14,22,8,1,0,0,0
YOR168W_mRNA,1480,1667,1379,678,746,686,79,409,331,939,1136,1098,59,2,139.79,164.48,25,130,7,72,79,7,72,37,58,21,251,181.09,272.45,91,78,8,32,1
YML004C_mRNA,406,483,378,173,258,211,14,84,70,251,330,354,90,12,77,94.99,18,61,7,21,22,1,27,7,7,0,182,38.08,75.32,37,25,20,34,1
YDR272W_mRNA,279,259,222,146,130,147,15,81,45,189,238,239,17,0,20,21,1,16,1,4,4,0,16,1,1,0,36,17,29,12,16,0,19,0
YER122C_mRNA,334,406,318,179,183,152,35,76,68,211,274,313,17,0,43,52,9,60,0,31,31,0,31,29,39,10,83,31,70,39,35,0,4,1
YOR040W_mRNA,33,36,18,25,13,19,0,10,2,27,35,28,0,0,2,4,2,4,0,2,2,0,0,0,0,0,4,5.74,7.64,2,6,0,0,7
YPL091W_mRNA,432,400,334,205,251,190,16,68,65,250,336,340,24,7,41,50,9,39,7,17,29,12,37,18,35,17,100,29,57,28,31,9,40,0
YDL171C_mRNA,2544,3051,2007.99,862,1373,1216,164,599,520,1761,2725,2195,94,32,234,283,49,152,7,132.52,158.67,26,122,104.99,176.98,72,714,236.99,341.99,105,140,14,106,1
YEL046C_mRNA,2447,1740,1634,1578,1576,1374,143,416,339,1438,1948,1755,142,7.86,215.47,264.07,49,139,3,102,133,31,196,65,133.02,68,448,141,263,122,133,8,77,0
YDR506C_mRNA,61,39,41,28,33,36,0,8,5,25,47,63,1,0,7,7,0,0,0,0,0,0,0,0,0,0,10,7,8,1,3,0,0,0
YLR445W_mRNA,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR445W_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKR030W_mRNA,82,61,64,20,32,38,2,19,12,35,75,57,2,0,4,4,0,1,0,1,1,0,1,0,0,0,5,0,0,0,9,0,1,0
YFL017C_mRNA,43,31,24,10,16,17,3,11,4,13,22,20,12,0,5,8,3,18,0,3,8,5,24,0,2,2,19,7,20,13,1,0,6,0
YHR183W_mRNA,3513,2824,2174,1428,1844,1772,184,590,490,1897,2465,1938,234,30,555.81,630.96,75,246,10,166,208,42,267,127.99,153.99,26,743,250.43,396.66,146,197,5,204,11
YGR256W_mRNA,14,11,12,0,10,10,0,0,0,11,17,18,3,0,0,0,0,0,0,0.93,0.89,0,0,0,0,0,2,0.57,0.34,0,0,0,0,0
YDR508C_mRNA,1377.29,1462.55,1205.81,694.05,768.57,673.47,91.44,302.93,271,884.5,1240.11,1129.96,122.88,10,169.57,193.8,25,138.71,12,70.51,81.35,13,142.47,43,69,26,335.15,87.63,154.01,66,58,5,56,0
YOR320C_mRNA,138,145,74,52,68,56,3,15,17,85,102,90,4,1,6,11,5,10,0,3,3,0,4,11,11,0,19,7,10,3,0,0,0,0
YJL184W_mRNA,26,31,20,18,12,23,2,6,7,19,25,29,14,0,9,9,0,7,0,0,0,0,7,0,0,0,19,16,20,4,11,0,17,0
YNL274C_mRNA,71,62,49,42,60,41,3,20,10,48,44,46,5,0,29,34,5,9,0,5,5,0,30,0,0,0,16,5,5,0,6,0,0,0
YHL031C_mRNA,138,139,136,89,74,73,19,47,33,91,90,127,5,4,34,39,5,7,0,5,6,1,20,0,11,11,59,29,41,12,0,0,23,0
YMR292W_mRNA,199,185,163,58,71,90,10,66,40,120,192,135,23,0,24,33,9,20,0,1,1,0,14,0,0,0,57,32,45,13,0,0,0,0
YMR292W_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR005C_mRNA,343,337,283,94,160,147,19,91,65,216,254,244,15,0,16,27,11,21,0,15,15,0,18,20,20,0,40,26,43,17,0,0,0,0
YER020W_mRNA,126,118,124,59,68,61,8,28,26,60,95,112,7,2,17.84,21.85,4,31,1,17,20,3,29,8,8,0,39,8.86,10.9,2,0,0,33,0
YOR371C_mRNA,143,92,98,59,83,85,7,28,15,78,126,108,5,0,17.01,20.01,3,5,0,9,9,0,1,4.78,12.97,8,37,16,22,6,3,0,0,0
YAL056W_mRNA,85,98,69,30,55,41,6,26,17,68,55,68,1,0,4,4,0,17,0,1,14,13,7,0,0,0,31,9.06,9,0,0,0,0,0
YDL022W_mRNA,671,637,410,332,393,305,14,70,66,280,371,372,65,0,117,148,31,75,4,40,51,11,13,33,64,31,123,12,31,19,46,6,14,0
YOL059W_mRNA,469,425,397,229,273,203,47,120,111,254,444,344,10,0,39,48,9,20,1,19,23,4,11,5,5,0,78,23,31,8,9,0,5,1
YGL121C_mRNA,5,10,5,4,5,9,0,0,1,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR160W_mRNA,278.37,207.68,178,104.4,200,209.89,5.61,13.47,5.61,124,124.57,132,7.86,2,67.52,77.64,9,39.28,4,39.39,42.76,3,15,3,14,11,33.67,7.88,11.23,3.37,0,0,0,0
YGR216C_mRNA,88,91,68,44,47,56,7,19,7,69,102,72,3,0,1,2,1,0,2,11,12,1,8,0,0,0,11,0,1,1,9,0,1,0
YGL142C_mRNA,135,108,70,40,56,58,2,23,17,61,106,87,5,0,14,14,0,7,0,7,15,8,2,0,0,0,21,8.1,8.92,1,32,3,12,0
YDR302W_mRNA,62,78,67,36,35,28,2,9,8,52,72,65,4,0,5,11,6,3,1,4,4,0,1,0,0,0,11,3,18,15,3,0,9,0
YMR281W_mRNA,68,80,72,30,35,31,5,21,16,51,77,67,0,0,6,6,0,14,0,3,7,4,0,0,0,0,7,3,12,9,1,0,12,0
YLL031C_mRNA,244,281,229,108,148,152,11,49,56,172,225,269,36,6,40,51.02,11,23,0,16,16,0,30,1,1,0,64,23,43,20,23,0,1,1
YJR013W_mRNA,174,177,135,86,103,98,5,42,41,140,215,209,3,0,7,9,2,5,0,1,2,1,0,7,7,0,33,4,8,4,3,0,1,0
YNL038W_mRNA,49.19,48,59,25,15,24,0,12,14,40,38.42,40.62,3,0,2,2,0,6,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0
YNL038W_pre-mRNA,10.81,0,0,0,0,0,0,0,0,0,13.58,8.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR188C_mRNA,380,384,305,157,202,174,14,88,58,246,357,308,23,15,49,53,4,80,0,42,44,2,49,10,10,0,168,55,88,33,37,0,36,0
YDR434W_mRNA,288,292,229,124,147,158,13,50,57,170,265,213,8,1,10,13,3,25,0,19,19,0,18,0,10,10,32,19,31,12,7,0,21,0
YBR004C_mRNA,122,149,134,51,69,73,5,30,22,99,164,122,0,0,11,14,3,1,0,5,5,0,9,0,0,0,12,12,17,5,4,0,0,0
YDR437W_mRNA,16,12,9,12,10,9,0,1,3,3,12,11,0,0,8,11,3,0,0,2,2,0,0,0,5,5,2,4,6,2,0,0,0,0
YPL076W_mRNA,51,36,35,33,17,27,0,4,2,44,50,49,1,0,4,4,0,0,0,4,4,0,8,0,0,0,7,2,3,1,0,0,10,0
YDR331W_mRNA,234,247,191,105,150,110,13,66,52,178,211,209,3,10,15,22,7,6,0,5.14,7.14,2,16,0,0,0,33,17,33,16,0,0,0,0
YKL152C_mRNA,14726,12977,11487,6814,7724,6835.98,1367,3916,2961,8536,13873,10865,1153,57,1979.58,2406.91,428,2057,51,735.99,904.96,169,1146,496.99,921.97,425,5510,1400.98,2217,817,1165,15,786,23
YDL021W_mRNA,9,9,4,7,3,5,0,1,0,9,4,10,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0
YOL056W_mRNA,56,67,33,34,19,18,0,17,12,38,58,44,5,0,16,18,2,1,0,10,17,7,0,14,14,0,6,0,4,4,0,0,0,0
YOR262W_mRNA,58,85,50,36,47,46,5,10,9,65,68,58,0,0,7,12,5,5,0,3,6,3,0,8,8,0,24,11,15,4,16,0,9,1
YLR243W_mRNA,107,144,71,45,69,67,10,21,20,66,108,105,8,2,24,30,6,3,5,0,0,0,5,0,0,0,38,29,38,9,14,0,0,0
YIL053W_mRNA,2912.98,2929.96,2229.99,1264.51,1512.99,1377.9,239,811,648.01,1960,2844.22,2590.25,116,1,209.41,234.47,25,132.95,2,103.78,123.8,20,184,202.44,266.49,64,665.93,299.82,452.85,153,160,1,107.83,2
YER062C_mRNA,232.02,210.01,174.01,84.49,147.01,155.1,10,30,19.99,106,165.78,162.75,16,0,11.59,11.53,0,32.05,3,11.21,11.18,0,21,27.56,35.51,8,30.07,27.18,40.15,13,6,0,21.17,6
YDL035C_mRNA,99,92,67,42,53,39,3,22,20,50,90,76,0,0,7,7,0,0,4,0,2,2,0,0,0,0,25,6,10,4,0,0,0,0
YKR067W_mRNA,244,209,165,80,125,110,13,55,30,169,174,159,12,0,45,47,2,12,0,14.99,16,1,21,8.95,8.97,0,55,24.01,46,22,0,0,19,0
YKL026C_mRNA,3,5,5,5,1,1,0,2,0,1,2,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR244W_mRNA,33,40,23,17,14,24,1,3,11,37,27,23,1,3,7,10,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
YLL035W_mRNA,75,110,92,55,72,36,6,20,17,59,107,90,9,3,14,15,1,4,0,3,3,0,8,0,0,0,16,10,20,10,0,0,0,0
YPL223C_mRNA,0,1,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOL151W_mRNA,750,269,224,164,297,272,20,91,80,282,366,375,14,2,30.98,38.97,8,18,0,10.99,11.11,0,29,24,39,15,92.85,38,39,1,29,0,4,0
YHR104W_mRNA,444,362,295,212,202,211,13,41,41,203,298,287,27,0,78,84,6,26,5,25,27,2,8,9,14,5,85,47,64,17,53,1,7,5
YDR517W_mRNA,280,329,220,110,167,115,25,66,71,172,251,225,36,7,38.67,46.45,8,21,0,4,5,1,29,9.03,9.02,0,83,26,31,5,28,0,16,0
YJR090C_mRNA,124,145,135,55,54,63,4,22,25,71,116,103,0,0,2,5,3,11,0,11,11,0,0,10,10,0,27,5,18,13,0,0,6,0
YBR121C_mRNA,1581.58,1656.53,1262.95,571.84,763.51,812.75,107.06,338.23,277.36,978.02,1240.98,1175.32,111,13,174.48,220.68,46.26,115.55,12.1,58.6,76.87,18.25,112,13.43,56.14,35,445.24,93.98,171.9,77.85,82.69,0,97.32,0
YPR081C_mRNA,33,48,29,13,16,20,3,8,3,31,32,23,0,1,2,2,0,0,0,8,8,0,0,0,0,0,5,5,7,2,0,0,0,0
YCL035C_mRNA,232,245,244,121,171,155,18,32,32,188,250,216,38,3,34,34,0,46,1,13,15,2,13,0,7,7,65,17,26,9,63,0,22,0
YDR513W_mRNA,341,280,196,115,183,162,13,80,51,173,229,197,10,0,15.97,17.97,2,38,0,10,10,0,18,5,5,0,57,13,19,6,14,0,10,0
YDR098C_mRNA,310,320,235,115,146,143,19,52,40,170,256,233,17,6,38.84,49.31,10,33,7,17.59,29.66,11,62,24,32.78,7,91,46.54,68.96,22,49,0,20,0
YER174C_mRNA,102,61,44,34,25,21,4,11,4,42,40,58,0,0,6,8,2,7,0,2,2,0,1,0,0,0,12,7,12,5,0,0,1,0
YPL059W_mRNA,112,107,61,52,52,63,4,15,12,50,71,69,14,0,32,33,1,24,0,0,1,1,21,0,0,0,39,19,22,3,12,0,9,5
YDL010W_mRNA,156,175,122,86,119,87,6,40,24,103,170,122,25,0,32,52,20,35,0,16,16,0,6,5,7,2,24,26,27,1,5,0,1,0
YBR014C_mRNA,113,126,85,53,67,71,1,17,25,60,89,72,11,0,22,22,0,11,0,11,13,2,10,22,35,13,23,27,33,6,0,0,1,0
YLR364W_mRNA,46,32,30,9,26,9,4,10,2,30,29,20,0,0,0,0,0,1,0,0,0,0,4,0,0,0,5,0,1,1,0,0,0,0
YGR032W_mRNA,111,64.03,50,72,78.31,92,2,5,10,55.99,103.91,112.01,14,7,21.95,21.93,0,20.32,2,11.98,14.98,3,18.04,0.86,12.98,12,6.91,4.01,6.01,2,13,0,14,1
YML048W_mRNA,804,668,548,304,321,362,44,182,150,485,683,615,26,1,87,98,11,63,2,27.94,30.73,3,50,17,46,29,122,73,102,29,13,0,27,0
YJL101C_mRNA,216,243,193,77,131,127,7,41,41,114,193,182,25,1,38.99,41.95,3,49,3,27.96,33.98,6,18.99,35,35,0,92,38,43,5,37,0,1,0
YOL049W_mRNA,261,223,172,92,98,115,5,67,53,158,184,160,17,5,35,42,7,30,0,11,17,6,17,3,3,0,66,41,62,21,22,0,1,0
YJL103C_mRNA,11,13,12,2,6,5,3,1,4,2,6,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
